pm2_5,pm10,no2,o3,aqi_us,timestamp,temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation,date,hour,day_of_week,month,aqi_lag_1h,aqi_lag_24h,aqi_change_1h,aqi_change_24h,aqi_t_plus_24h,aqi_t_plus_48h,aqi_t_plus_72h
21.7,45.6,20.5,79.0,81,2026-05-01 21:00:00,31.0,56,10.9,0.0,2026-05-01,21,4,5,81.0,79.0,0.0,2.0,86.0,75.0,113.0
20.4,45.5,16.2,87.0,81,2026-05-01 22:00:00,30.7,56,10.2,0.0,2026-05-01,22,4,5,81.0,79.0,0.0,2.0,86.0,74.0,115.0
19.6,46.8,12.3,94.0,81,2026-05-01 23:00:00,30.2,58,10.2,0.0,2026-05-01,23,4,5,81.0,79.0,0.0,2.0,86.0,75.0,118.0
18.8,44.5,9.6,98.0,81,2026-05-02 00:00:00,30.0,60,12.8,0.0,2026-05-02,0,5,5,81.0,78.0,0.0,3.0,86.0,76.0,121.0
17.6,39.3,7.3,100.0,81,2026-05-02 01:00:00,29.7,61,13.5,0.0,2026-05-02,1,5,5,81.0,78.0,0.0,3.0,86.0,77.0,124.0
16.6,38.0,5.6,101.0,81,2026-05-02 02:00:00,29.7,59,13.6,0.0,2026-05-02,2,5,5,81.0,78.0,0.0,3.0,85.0,78.0,127.0
16.2,38.9,4.4,100.0,81,2026-05-02 03:00:00,29.6,59,14.6,0.0,2026-05-02,3,5,5,81.0,77.0,0.0,4.0,85.0,79.0,129.0
16.1,40.3,4.0,96.0,81,2026-05-02 04:00:00,29.5,61,15.6,0.0,2026-05-02,4,5,5,81.0,76.0,0.0,5.0,85.0,81.0,131.0
16.9,46.0,4.5,94.0,80,2026-05-02 05:00:00,29.1,65,14.1,0.0,2026-05-02,5,5,5,81.0,75.0,-1.0,5.0,84.0,82.0,133.0
20.5,65.7,8.6,87.0,80,2026-05-02 06:00:00,29.0,63,12.8,0.0,2026-05-02,6,5,5,80.0,74.0,0.0,6.0,84.0,84.0,133.0
27.5,92.2,14.2,79.0,81,2026-05-02 07:00:00,29.7,60,13.5,0.0,2026-05-02,7,5,5,80.0,73.0,1.0,8.0,83.0,86.0,133.0
36.9,126.2,17.1,77.0,82,2026-05-02 08:00:00,31.4,57,13.3,0.0,2026-05-02,8,5,5,81.0,72.0,1.0,10.0,82.0,88.0,132.0
47.7,182.5,14.9,88.0,83,2026-05-02 09:00:00,33.0,51,15.5,0.0,2026-05-02,9,5,5,82.0,72.0,1.0,11.0,80.0,91.0,130.0
55.1,215.6,10.1,105.0,85,2026-05-02 10:00:00,34.2,46,17.1,0.0,2026-05-02,10,5,5,83.0,71.0,2.0,14.0,78.0,95.0,125.0
57.0,224.4,6.3,117.0,87,2026-05-02 11:00:00,34.8,43,16.1,0.0,2026-05-02,11,5,5,85.0,71.0,2.0,16.0,76.0,99.0,118.0
54.0,211.4,4.8,120.0,89,2026-05-02 12:00:00,35.5,40,17.3,0.0,2026-05-02,12,5,5,87.0,71.0,2.0,18.0,74.0,99.0,119.0
48.4,185.3,4.4,118.0,90,2026-05-02 13:00:00,35.5,41,18.9,0.0,2026-05-02,13,5,5,89.0,73.0,1.0,17.0,82.0,99.0,120.0
40.6,147.6,4.6,116.0,90,2026-05-02 14:00:00,35.5,41,19.4,0.0,2026-05-02,14,5,5,90.0,74.0,0.0,16.0,93.0,98.0,121.0
33.4,112.7,5.7,116.0,90,2026-05-02 15:00:00,35.0,42,19.1,0.0,2026-05-02,15,5,5,90.0,76.0,0.0,14.0,104.0,99.0,122.0
28.8,85.9,7.4,116.0,89,2026-05-02 16:00:00,34.2,45,18.3,0.0,2026-05-02,16,5,5,90.0,77.0,-1.0,12.0,114.0,101.0,122.0
21.7,58.7,9.6,113.0,89,2026-05-02 17:00:00,32.8,47,17.6,0.0,2026-05-02,17,5,5,89.0,78.0,0.0,11.0,120.0,114.0,127.0
21.3,48.7,11.9,109.0,88,2026-05-02 18:00:00,31.8,51,17.1,0.0,2026-05-02,18,5,5,89.0,80.0,-1.0,8.0,120.0,125.0,125.0
21.7,46.3,14.9,104.0,87,2026-05-02 19:00:00,30.7,56,15.2,0.0,2026-05-02,19,5,5,88.0,80.0,-1.0,7.0,111.0,125.0,115.0
21.0,41.9,16.5,101.0,87,2026-05-02 20:00:00,30.2,58,13.5,0.0,2026-05-02,20,5,5,87.0,81.0,0.0,6.0,95.0,113.0,112.0
19.6,37.0,15.4,103.0,86,2026-05-02 21:00:00,30.0,57,13.5,0.0,2026-05-02,21,5,5,87.0,81.0,-1.0,5.0,75.0,113.0,110.0
18.0,33.1,12.9,107.0,86,2026-05-02 22:00:00,30.0,57,13.0,0.0,2026-05-02,22,5,5,86.0,81.0,0.0,5.0,74.0,115.0,107.0
16.9,30.4,10.4,111.0,86,2026-05-02 23:00:00,30.0,56,15.5,0.0,2026-05-02,23,5,5,86.0,81.0,0.0,5.0,75.0,118.0,104.0
26.7,53.3,27.1,36.0,91,2026-05-07 00:00:00,27.2,89,7.7,0.0,2026-05-07,0,3,5,92.0,102.0,-1.0,-11.0,65.0,64.0,66.0
25.4,51.0,24.1,38.0,90,2026-05-07 01:00:00,27.0,90,7.6,0.0,2026-05-07,1,3,5,91.0,100.0,-1.0,-10.0,64.0,64.0,66.0
23.5,48.9,21.0,41.0,90,2026-05-07 02:00:00,26.9,92,8.5,0.0,2026-05-07,2,3,5,90.0,98.0,0.0,-8.0,64.0,64.0,67.0
21.2,45.1,17.5,45.0,89,2026-05-07 03:00:00,26.5,95,9.6,0.0,2026-05-07,3,3,5,90.0,97.0,-1.0,-8.0,63.0,64.0,67.0
19.2,41.1,13.8,49.0,89,2026-05-07 04:00:00,26.3,96,9.4,0.0,2026-05-07,4,3,5,89.0,95.0,0.0,-6.0,63.0,64.0,67.0
16.1,32.2,8.6,56.0,88,2026-05-07 05:00:00,26.5,94,12.5,0.0,2026-05-07,5,3,5,89.0,94.0,-1.0,-6.0,62.0,64.0,67.0
15.9,31.1,9.2,58.0,87,2026-05-07 06:00:00,26.6,93,12.8,0.0,2026-05-07,6,3,5,88.0,94.0,-1.0,-7.0,62.0,64.0,67.0
16.7,33.4,9.9,62.0,85,2026-05-07 07:00:00,27.4,89,14.2,0.0,2026-05-07,7,3,5,87.0,94.0,-2.0,-9.0,62.0,65.0,67.0
17.3,40.4,9.9,68.0,82,2026-05-07 08:00:00,28.8,78,15.1,0.0,2026-05-07,8,3,5,85.0,95.0,-3.0,-13.0,62.0,65.0,66.0
18.6,45.6,8.5,80.0,81,2026-05-07 09:00:00,30.1,70,15.5,0.0,2026-05-07,9,3,5,82.0,95.0,-1.0,-14.0,62.0,65.0,67.0
20.3,54.0,6.3,96.0,79,2026-05-07 10:00:00,31.2,64,15.7,0.0,2026-05-07,10,3,5,81.0,94.0,-2.0,-15.0,62.0,65.0,67.0
21.8,60.3,4.6,107.0,77,2026-05-07 11:00:00,31.9,63,16.1,0.0,2026-05-07,11,3,5,79.0,94.0,-2.0,-17.0,63.0,65.0,67.0
22.3,64.0,3.8,111.0,76,2026-05-07 12:00:00,32.3,61,15.8,0.0,2026-05-07,12,3,5,77.0,94.0,-1.0,-18.0,63.0,65.0,66.0
21.5,60.3,3.4,110.0,75,2026-05-07 13:00:00,32.5,59,16.1,0.0,2026-05-07,13,3,5,76.0,93.0,-1.0,-18.0,63.0,65.0,67.0
20.0,51.3,3.6,107.0,74,2026-05-07 14:00:00,32.1,61,16.6,0.0,2026-05-07,14,3,5,75.0,92.0,-1.0,-18.0,63.0,65.0,67.0
18.7,44.5,4.1,102.0,73,2026-05-07 15:00:00,31.6,65,16.5,0.0,2026-05-07,15,3,5,74.0,92.0,-1.0,-19.0,63.0,65.0,67.0
18.1,40.6,5.2,95.0,72,2026-05-07 16:00:00,31.0,68,15.7,0.0,2026-05-07,16,3,5,73.0,92.0,-1.0,-20.0,63.0,65.0,67.0
15.8,39.0,7.1,85.0,72,2026-05-07 17:00:00,30.1,74,17.1,0.0,2026-05-07,17,3,5,72.0,91.0,0.0,-19.0,64.0,65.0,68.0
16.1,37.0,10.4,76.0,71,2026-05-07 18:00:00,29.5,78,16.7,0.0,2026-05-07,18,3,5,72.0,92.0,-1.0,-21.0,64.0,65.0,68.0
16.4,35.6,14.8,63.0,70,2026-05-07 19:00:00,28.8,83,14.2,0.0,2026-05-07,19,3,5,71.0,92.0,-1.0,-22.0,64.0,65.0,68.0
16.8,33.4,17.9,54.0,69,2026-05-07 20:00:00,28.6,85,13.9,0.0,2026-05-07,20,3,5,70.0,92.0,-1.0,-23.0,64.0,65.0,67.0
16.6,32.6,18.3,51.0,68,2026-05-07 21:00:00,28.4,87,14.9,0.0,2026-05-07,21,3,5,69.0,92.0,-1.0,-24.0,64.0,65.0,67.0
16.7,32.1,17.2,52.0,67,2026-05-07 22:00:00,28.2,88,10.5,0.0,2026-05-07,22,3,5,68.0,92.0,-1.0,-25.0,64.0,65.0,67.0
17.3,32.6,16.0,52.0,66,2026-05-07 23:00:00,28.1,89,8.8,0.0,2026-05-07,23,3,5,67.0,92.0,-1.0,-26.0,64.0,65.0,67.0
17.6,32.6,14.8,52.0,65,2026-05-08 00:00:00,28.1,88,6.5,0.0,2026-05-08,0,4,5,66.0,91.0,-1.0,-26.0,64.0,66.0,67.0
17.2,32.0,13.4,51.0,64,2026-05-08 01:00:00,27.8,90,7.9,0.0,2026-05-08,1,4,5,65.0,90.0,-1.0,-26.0,64.0,66.0,67.0
16.7,30.5,12.3,51.0,64,2026-05-08 02:00:00,27.5,91,8.4,0.0,2026-05-08,2,4,5,64.0,90.0,0.0,-26.0,64.0,67.0,67.0
16.1,29.3,11.5,50.0,63,2026-05-08 03:00:00,27.3,92,7.6,0.0,2026-05-08,3,4,5,64.0,89.0,-1.0,-26.0,64.0,67.0,67.0
15.8,28.5,10.9,48.0,63,2026-05-08 04:00:00,27.1,93,7.3,0.0,2026-05-08,4,4,5,63.0,89.0,0.0,-26.0,64.0,67.0,66.0
15.4,27.6,9.9,50.0,62,2026-05-08 05:00:00,26.9,95,6.5,0.0,2026-05-08,5,4,5,63.0,88.0,-1.0,-26.0,64.0,67.0,66.0
16.2,29.4,11.1,52.0,62,2026-05-08 06:00:00,27.0,95,7.2,0.0,2026-05-08,6,4,5,62.0,87.0,0.0,-25.0,64.0,67.0,66.0
17.5,31.8,12.6,57.0,62,2026-05-08 07:00:00,27.6,90,8.1,0.0,2026-05-08,7,4,5,62.0,85.0,0.0,-23.0,65.0,67.0,67.0
17.9,34.9,13.1,66.0,62,2026-05-08 08:00:00,28.7,83,8.6,0.0,2026-05-08,8,4,5,62.0,82.0,0.0,-20.0,65.0,66.0,67.0
19.4,38.3,11.6,85.0,62,2026-05-08 09:00:00,30.0,74,7.9,0.0,2026-05-08,9,4,5,62.0,81.0,0.0,-19.0,65.0,67.0,66.0
21.7,42.8,9.0,110.0,62,2026-05-08 10:00:00,31.3,67,8.1,0.0,2026-05-08,10,4,5,62.0,79.0,0.0,-17.0,65.0,67.0,66.0
24.0,47.3,6.8,127.0,63,2026-05-08 11:00:00,31.6,67,12.0,0.0,2026-05-08,11,4,5,62.0,77.0,1.0,-14.0,65.0,67.0,67.0
24.8,48.3,5.4,133.0,63,2026-05-08 12:00:00,32.0,65,13.6,0.0,2026-05-08,12,4,5,63.0,76.0,0.0,-13.0,65.0,66.0,67.0
23.3,46.1,4.5,132.0,63,2026-05-08 13:00:00,32.0,65,14.2,0.0,2026-05-08,13,4,5,63.0,75.0,0.0,-12.0,65.0,67.0,67.0
21.1,43.2,4.2,127.0,63,2026-05-08 14:00:00,31.9,65,14.3,0.0,2026-05-08,14,4,5,63.0,74.0,0.0,-11.0,65.0,67.0,66.0
19.2,41.4,4.4,116.0,63,2026-05-08 15:00:00,31.6,66,13.9,0.0,2026-05-08,15,4,5,63.0,73.0,0.0,-10.0,65.0,67.0,66.0
18.0,40.7,5.3,100.0,63,2026-05-08 16:00:00,31.4,68,13.3,0.0,2026-05-08,16,4,5,63.0,72.0,0.0,-9.0,65.0,67.0,66.0
18.6,47.4,7.8,83.0,64,2026-05-08 17:00:00,30.8,69,13.0,0.0,2026-05-08,17,4,5,63.0,72.0,1.0,-8.0,65.0,68.0,67.0
18.1,44.1,13.0,72.0,64,2026-05-08 18:00:00,30.0,76,12.3,0.0,2026-05-08,18,4,5,64.0,71.0,0.0,-7.0,65.0,68.0,67.0
17.7,39.9,20.1,56.0,64,2026-05-08 19:00:00,29.2,82,12.6,0.0,2026-05-08,19,4,5,64.0,70.0,0.0,-6.0,65.0,68.0,67.0
18.7,35.9,24.9,45.0,64,2026-05-08 20:00:00,28.9,85,11.7,0.0,2026-05-08,20,4,5,64.0,69.0,0.0,-5.0,65.0,67.0,67.0
18.7,34.2,25.2,42.0,64,2026-05-08 21:00:00,28.5,87,12.1,0.0,2026-05-08,21,4,5,64.0,68.0,0.0,-4.0,65.0,67.0,68.0
18.0,32.2,23.2,44.0,64,2026-05-08 22:00:00,28.4,88,13.0,0.0,2026-05-08,22,4,5,64.0,67.0,0.0,-3.0,65.0,67.0,68.0
17.0,30.7,21.3,45.0,64,2026-05-08 23:00:00,28.5,88,12.5,0.0,2026-05-08,23,4,5,64.0,66.0,0.0,-2.0,65.0,67.0,68.0
16.5,30.0,20.1,45.0,64,2026-05-09 00:00:00,28.4,88,10.5,0.1,2026-05-09,0,5,5,64.0,65.0,0.0,-1.0,66.0,67.0,68.0
16.2,28.9,18.9,45.0,64,2026-05-09 01:00:00,28.3,87,8.7,0.1,2026-05-09,1,5,5,64.0,64.0,0.0,0.0,66.0,67.0,68.0
15.8,28.1,18.0,44.0,64,2026-05-09 02:00:00,27.8,92,8.0,0.0,2026-05-09,2,5,5,64.0,64.0,0.0,0.0,67.0,67.0,68.0
15.5,28.1,17.5,41.0,64,2026-05-09 03:00:00,27.4,95,7.2,0.0,2026-05-09,3,5,5,64.0,63.0,0.0,1.0,67.0,67.0,68.0
15.4,28.1,17.3,38.0,64,2026-05-09 04:00:00,27.1,97,5.9,0.0,2026-05-09,4,5,5,64.0,63.0,0.0,1.0,67.0,66.0,68.0
20.1,33.3,17.5,37.0,64,2026-05-09 05:00:00,27.0,97,6.0,0.0,2026-05-09,5,5,5,64.0,62.0,0.0,2.0,67.0,66.0,68.0
20.9,34.0,18.4,40.0,64,2026-05-09 06:00:00,27.1,96,4.5,0.0,2026-05-09,6,5,5,64.0,62.0,0.0,2.0,67.0,66.0,68.0
21.8,37.4,19.6,44.0,65,2026-05-09 07:00:00,27.5,92,3.6,0.0,2026-05-09,7,5,5,64.0,62.0,1.0,3.0,67.0,67.0,68.0
20.4,39.1,19.1,54.0,65,2026-05-09 08:00:00,28.8,82,5.3,0.0,2026-05-09,8,5,5,65.0,62.0,0.0,3.0,66.0,67.0,68.0
19.8,45.1,15.6,74.0,65,2026-05-09 09:00:00,30.1,74,7.5,0.0,2026-05-09,9,5,5,65.0,62.0,0.0,3.0,67.0,66.0,68.0
21.7,48.2,10.5,98.0,65,2026-05-09 10:00:00,31.0,68,10.3,0.0,2026-05-09,10,5,5,65.0,62.0,0.0,3.0,67.0,66.0,68.0
23.2,49.7,6.5,116.0,65,2026-05-09 11:00:00,31.5,65,12.2,0.0,2026-05-09,11,5,5,65.0,63.0,0.0,2.0,67.0,67.0,68.0
22.7,49.0,4.7,121.0,65,2026-05-09 12:00:00,32.0,63,13.4,0.0,2026-05-09,12,5,5,65.0,63.0,0.0,2.0,66.0,67.0,68.0
21.1,48.3,3.9,119.0,65,2026-05-09 13:00:00,32.0,64,13.8,0.0,2026-05-09,13,5,5,65.0,63.0,0.0,2.0,67.0,67.0,68.0
19.4,46.9,3.9,114.0,65,2026-05-09 14:00:00,32.0,64,14.4,0.0,2026-05-09,14,5,5,65.0,63.0,0.0,2.0,67.0,66.0,69.0
18.3,45.6,4.2,107.0,65,2026-05-09 15:00:00,31.8,66,14.6,0.0,2026-05-09,15,5,5,65.0,63.0,0.0,2.0,67.0,66.0,69.0
17.3,43.4,5.2,98.0,65,2026-05-09 16:00:00,31.4,67,14.2,0.0,2026-05-09,16,5,5,65.0,63.0,0.0,2.0,67.0,66.0,70.0
19.0,47.8,8.1,87.0,65,2026-05-09 17:00:00,30.5,71,13.6,0.0,2026-05-09,17,5,5,65.0,64.0,0.0,1.0,68.0,67.0,83.0
18.6,47.1,13.1,76.0,65,2026-05-09 18:00:00,29.8,75,12.4,0.0,2026-05-09,18,5,5,65.0,64.0,0.0,1.0,68.0,67.0,89.0
18.7,44.2,20.1,60.0,65,2026-05-09 19:00:00,28.9,81,11.1,0.0,2026-05-09,19,5,5,65.0,64.0,0.0,1.0,68.0,67.0,85.0
20.3,42.3,25.4,48.0,65,2026-05-09 20:00:00,28.4,86,10.1,0.0,2026-05-09,20,5,5,65.0,64.0,0.0,1.0,67.0,67.0,74.0
21.1,43.0,27.8,43.0,65,2026-05-09 21:00:00,28.1,87,9.6,0.0,2026-05-09,21,5,5,65.0,64.0,0.0,1.0,67.0,68.0,75.0
21.8,43.4,28.6,42.0,65,2026-05-09 22:00:00,28.0,89,9.2,0.0,2026-05-09,22,5,5,65.0,64.0,0.0,1.0,67.0,68.0,75.0
22.3,42.8,28.0,42.0,65,2026-05-09 23:00:00,28.0,90,8.7,0.0,2026-05-09,23,5,5,65.0,64.0,0.0,1.0,67.0,68.0,75.0
18.5,29.7,12.9,65.0,85,2026-05-14 00:00:00,30.2,60,13.2,0.0,2026-05-14,0,3,5,86.0,76.0,-1.0,9.0,52.0,50.0,65.0
19.0,31.1,10.7,65.0,85,2026-05-14 01:00:00,29.6,66,11.9,0.0,2026-05-14,1,3,5,85.0,76.0,0.0,9.0,51.0,50.0,66.0
18.5,30.3,8.8,64.0,85,2026-05-14 02:00:00,29.0,71,11.7,0.0,2026-05-14,2,3,5,85.0,76.0,0.0,9.0,50.0,50.0,67.0
13.7,22.4,7.4,62.0,85,2026-05-14 03:00:00,28.6,75,13.2,0.0,2026-05-14,3,3,5,85.0,76.0,0.0,9.0,49.0,50.0,68.0
9.7,15.3,6.4,60.0,84,2026-05-14 04:00:00,28.5,78,14.1,0.0,2026-05-14,4,3,5,85.0,77.0,-1.0,7.0,48.0,50.0,69.0
8.2,13.6,5.5,60.0,83,2026-05-14 05:00:00,28.2,84,14.0,0.0,2026-05-14,5,3,5,84.0,77.0,-1.0,6.0,48.0,50.0,70.0
7.8,12.3,6.9,59.0,80,2026-05-14 06:00:00,27.9,87,15.0,0.0,2026-05-14,6,3,5,83.0,79.0,-3.0,1.0,48.0,51.0,70.0
8.6,13.0,8.6,58.0,77,2026-05-14 07:00:00,28.5,86,15.7,0.0,2026-05-14,7,3,5,80.0,81.0,-3.0,-4.0,49.0,51.0,71.0
11.3,17.8,9.4,61.0,75,2026-05-14 08:00:00,29.6,79,17.4,0.0,2026-05-14,8,3,5,77.0,82.0,-2.0,-7.0,50.0,51.0,71.0
12.6,20.5,8.1,71.0,74,2026-05-14 09:00:00,30.6,73,18.4,0.0,2026-05-14,9,3,5,75.0,83.0,-1.0,-9.0,50.0,51.0,71.0
13.1,21.7,5.9,83.0,72,2026-05-14 10:00:00,31.5,69,18.9,0.0,2026-05-14,10,3,5,74.0,85.0,-2.0,-13.0,50.0,52.0,72.0
12.9,21.8,4.1,92.0,69,2026-05-14 11:00:00,32.3,64,20.1,0.0,2026-05-14,11,3,5,72.0,87.0,-3.0,-18.0,50.0,52.0,72.0
13.0,21.4,3.4,93.0,65,2026-05-14 12:00:00,32.5,62,20.6,0.0,2026-05-14,12,3,5,69.0,90.0,-4.0,-25.0,50.0,53.0,73.0
12.5,20.8,3.2,90.0,60,2026-05-14 13:00:00,32.8,62,19.8,0.0,2026-05-14,13,3,5,65.0,93.0,-5.0,-33.0,51.0,54.0,73.0
12.5,21.2,3.4,85.0,57,2026-05-14 14:00:00,32.7,62,19.2,0.0,2026-05-14,14,3,5,60.0,95.0,-3.0,-38.0,51.0,55.0,74.0
12.7,21.9,3.9,79.0,55,2026-05-14 15:00:00,32.3,63,18.6,0.0,2026-05-14,15,3,5,57.0,96.0,-2.0,-41.0,51.0,55.0,74.0
12.9,22.9,4.8,71.0,54,2026-05-14 16:00:00,31.6,67,18.2,0.0,2026-05-14,16,3,5,55.0,95.0,-1.0,-41.0,51.0,56.0,74.0
15.9,34.1,6.3,65.0,54,2026-05-14 17:00:00,31.0,69,18.0,0.0,2026-05-14,17,3,5,54.0,94.0,0.0,-40.0,51.0,57.0,74.0
15.6,32.2,8.7,58.0,54,2026-05-14 18:00:00,29.8,75,18.1,0.0,2026-05-14,18,3,5,54.0,92.0,0.0,-38.0,51.0,59.0,73.0
15.4,30.9,11.9,49.0,54,2026-05-14 19:00:00,29.1,78,17.3,0.0,2026-05-14,19,3,5,54.0,90.0,0.0,-36.0,50.0,60.0,73.0
11.5,22.8,14.0,42.0,54,2026-05-14 20:00:00,28.9,78,16.9,0.0,2026-05-14,20,3,5,54.0,89.0,0.0,-35.0,50.0,61.0,73.0
11.1,21.2,14.2,40.0,53,2026-05-14 21:00:00,28.6,80,16.3,0.0,2026-05-14,21,3,5,54.0,88.0,-1.0,-35.0,50.0,62.0,73.0
11.0,20.9,13.4,39.0,53,2026-05-14 22:00:00,28.5,81,15.9,0.0,2026-05-14,22,3,5,53.0,87.0,0.0,-34.0,50.0,63.0,73.0
10.8,20.9,12.1,40.0,52,2026-05-14 23:00:00,28.7,82,14.2,0.0,2026-05-14,23,3,5,53.0,86.0,-1.0,-34.0,50.0,64.0,73.0
10.4,21.2,10.2,41.0,52,2026-05-15 00:00:00,28.6,82,13.6,0.0,2026-05-15,0,4,5,52.0,85.0,0.0,-33.0,50.0,65.0,73.0
9.8,20.9,7.9,43.0,51,2026-05-15 01:00:00,28.4,84,14.8,0.0,2026-05-15,1,4,5,52.0,85.0,-1.0,-34.0,50.0,66.0,73.0
9.5,21.3,6.1,45.0,50,2026-05-15 02:00:00,28.2,85,14.5,0.0,2026-05-15,2,4,5,51.0,85.0,-1.0,-35.0,50.0,67.0,73.0
9.3,21.8,5.2,46.0,49,2026-05-15 03:00:00,28.2,85,14.7,0.0,2026-05-15,3,4,5,50.0,85.0,-1.0,-36.0,50.0,68.0,73.0
9.2,22.6,4.8,46.0,48,2026-05-15 04:00:00,28.2,85,16.0,0.0,2026-05-15,4,4,5,49.0,84.0,-1.0,-36.0,50.0,69.0,73.0
9.9,24.3,4.9,52.0,48,2026-05-15 05:00:00,28.5,80,15.4,0.0,2026-05-15,5,4,5,48.0,83.0,0.0,-35.0,50.0,70.0,74.0
9.9,24.7,5.6,52.0,48,2026-05-15 06:00:00,28.3,80,14.2,0.0,2026-05-15,6,4,5,48.0,80.0,0.0,-32.0,51.0,70.0,74.0
12.4,32.2,6.5,52.0,49,2026-05-15 07:00:00,28.9,76,17.5,0.0,2026-05-15,7,4,5,48.0,77.0,1.0,-28.0,51.0,71.0,74.0
14.2,37.4,6.8,55.0,50,2026-05-15 08:00:00,29.9,68,16.2,0.0,2026-05-15,8,4,5,49.0,75.0,1.0,-25.0,51.0,71.0,74.0
14.4,37.7,5.9,62.0,50,2026-05-15 09:00:00,30.9,63,18.7,0.1,2026-05-15,9,4,5,50.0,74.0,0.0,-24.0,51.0,71.0,74.0
14.5,38.4,4.3,72.0,50,2026-05-15 10:00:00,31.8,60,17.7,0.0,2026-05-15,10,4,5,50.0,72.0,0.0,-22.0,52.0,72.0,74.0
14.7,38.3,3.1,79.0,50,2026-05-15 11:00:00,32.4,58,17.4,0.0,2026-05-15,11,4,5,50.0,69.0,0.0,-19.0,52.0,72.0,74.0
14.5,36.7,2.7,81.0,50,2026-05-15 12:00:00,32.8,56,17.3,0.0,2026-05-15,12,4,5,50.0,65.0,0.0,-15.0,53.0,73.0,74.0
14.1,34.7,2.6,81.0,51,2026-05-15 13:00:00,32.9,58,17.3,0.0,2026-05-15,13,4,5,50.0,60.0,1.0,-9.0,54.0,73.0,74.0
13.7,33.5,2.9,79.0,51,2026-05-15 14:00:00,32.8,59,16.9,0.0,2026-05-15,14,4,5,51.0,57.0,0.0,-6.0,55.0,74.0,74.0
13.6,34.3,3.6,75.0,51,2026-05-15 15:00:00,32.5,62,16.4,0.0,2026-05-15,15,4,5,51.0,55.0,0.0,-4.0,55.0,74.0,74.0
13.8,36.1,4.6,69.0,51,2026-05-15 16:00:00,32.0,64,16.1,0.0,2026-05-15,16,4,5,51.0,54.0,0.0,-3.0,56.0,74.0,74.0
11.9,28.6,6.5,65.0,51,2026-05-15 17:00:00,31.5,66,15.3,0.0,2026-05-15,17,4,5,51.0,54.0,0.0,-3.0,57.0,74.0,74.0
12.7,31.1,9.1,57.0,51,2026-05-15 18:00:00,30.4,72,14.5,0.0,2026-05-15,18,4,5,51.0,54.0,0.0,-3.0,59.0,73.0,74.0
13.4,30.7,12.7,47.0,50,2026-05-15 19:00:00,29.5,79,13.4,0.0,2026-05-15,19,4,5,51.0,54.0,-1.0,-4.0,60.0,73.0,74.0
12.9,27.1,15.4,39.0,50,2026-05-15 20:00:00,29.0,83,12.1,0.0,2026-05-15,20,4,5,50.0,54.0,0.0,-4.0,61.0,73.0,73.0
11.6,23.4,16.6,36.0,50,2026-05-15 21:00:00,28.7,84,11.3,0.0,2026-05-15,21,4,5,50.0,53.0,0.0,-3.0,62.0,73.0,73.0
11.4,22.1,16.9,36.0,50,2026-05-15 22:00:00,28.5,85,11.7,0.0,2026-05-15,22,4,5,50.0,53.0,0.0,-3.0,63.0,73.0,73.0
11.0,21.1,16.2,37.0,50,2026-05-15 23:00:00,28.7,83,12.8,0.0,2026-05-15,23,4,5,50.0,52.0,0.0,-2.0,64.0,73.0,72.0
10.1,19.7,13.8,40.0,50,2026-05-16 00:00:00,28.5,84,13.7,0.0,2026-05-16,0,5,5,50.0,52.0,0.0,-2.0,65.0,73.0,72.0
9.3,19.2,10.3,44.0,50,2026-05-16 01:00:00,28.2,85,12.6,0.0,2026-05-16,1,5,5,50.0,51.0,0.0,-1.0,66.0,73.0,71.0
9.1,19.6,7.6,48.0,50,2026-05-16 02:00:00,28.0,86,10.9,0.0,2026-05-16,2,5,5,50.0,50.0,0.0,0.0,67.0,73.0,71.0
9.5,22.4,6.6,49.0,50,2026-05-16 03:00:00,27.9,86,10.6,0.0,2026-05-16,3,5,5,50.0,49.0,0.0,1.0,68.0,73.0,71.0
10.2,25.6,6.3,50.0,50,2026-05-16 04:00:00,27.8,86,9.1,0.0,2026-05-16,4,5,5,50.0,48.0,0.0,2.0,69.0,73.0,70.0
11.4,28.2,6.9,51.0,50,2026-05-16 05:00:00,27.7,86,9.6,0.0,2026-05-16,5,5,5,50.0,48.0,0.0,2.0,70.0,74.0,70.0
12.4,30.6,7.5,53.0,51,2026-05-16 06:00:00,27.6,86,9.0,0.0,2026-05-16,6,5,5,50.0,48.0,1.0,3.0,70.0,74.0,70.0
15.7,44.4,8.2,57.0,51,2026-05-16 07:00:00,28.5,79,8.8,0.0,2026-05-16,7,5,5,51.0,49.0,0.0,2.0,71.0,74.0,69.0
17.5,51.1,8.3,63.0,51,2026-05-16 08:00:00,29.7,71,9.8,0.0,2026-05-16,8,5,5,51.0,50.0,0.0,1.0,71.0,74.0,69.0
19.2,55.9,7.1,75.0,51,2026-05-16 09:00:00,31.0,65,10.8,0.0,2026-05-16,9,5,5,51.0,50.0,0.0,1.0,71.0,74.0,69.0
20.7,59.4,5.4,91.0,52,2026-05-16 10:00:00,31.8,61,11.8,0.0,2026-05-16,10,5,5,51.0,50.0,1.0,2.0,72.0,74.0,69.0
22.1,62.9,4.0,102.0,52,2026-05-16 11:00:00,32.8,58,12.8,0.0,2026-05-16,11,5,5,52.0,50.0,0.0,2.0,72.0,74.0,69.0
