pm2_5,pm10,no2,o3,aqi_us,timestamp,temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation,date,hour,day_of_week,month,aqi_lag_1h,aqi_lag_24h,aqi_change_1h,aqi_change_24h,aqi_t_plus_24h,aqi_t_plus_48h,aqi_t_plus_72h
43.2,50.3,63.9,34.0,93,2026-02-19 00:00:00,21.1,68,6.4,0.0,2026-02-19,0,3,2,92.0,90.0,1.0,3.0,82.0,79.0,99.0
37.3,44.9,49.0,47.0,94,2026-02-19 01:00:00,20.7,70,7.4,0.0,2026-02-19,1,3,2,93.0,91.0,1.0,3.0,81.0,79.0,99.0
31.4,42.7,35.5,59.0,94,2026-02-19 02:00:00,20.2,68,8.6,0.0,2026-02-19,2,3,2,94.0,92.0,0.0,2.0,80.0,79.0,100.0
27.5,44.5,24.3,70.0,94,2026-02-19 03:00:00,20.0,59,8.6,0.0,2026-02-19,3,3,2,94.0,93.0,0.0,1.0,79.0,79.0,101.0
25.1,47.7,14.5,81.0,94,2026-02-19 04:00:00,20.1,52,9.7,0.0,2026-02-19,4,3,2,94.0,93.0,0.0,1.0,79.0,80.0,102.0
24.2,48.0,6.7,95.0,94,2026-02-19 05:00:00,20.6,49,11.0,0.0,2026-02-19,5,3,2,94.0,94.0,0.0,0.0,79.0,80.0,103.0
24.3,47.8,12.1,88.0,93,2026-02-19 06:00:00,20.4,49,10.5,0.0,2026-02-19,6,3,2,94.0,94.0,-1.0,-1.0,78.0,80.0,103.0
25.6,48.5,19.3,80.0,93,2026-02-19 07:00:00,20.3,51,10.6,0.0,2026-02-19,7,3,2,93.0,94.0,0.0,-1.0,78.0,81.0,104.0
28.0,49.6,23.0,79.0,93,2026-02-19 08:00:00,21.1,49,11.8,0.0,2026-02-19,8,3,2,93.0,94.0,0.0,-1.0,77.0,81.0,105.0
28.8,49.1,19.7,93.0,93,2026-02-19 09:00:00,23.2,43,10.9,0.0,2026-02-19,9,3,2,93.0,92.0,0.0,1.0,77.0,82.0,106.0
26.2,47.7,12.9,116.0,92,2026-02-19 10:00:00,25.9,36,12.3,0.0,2026-02-19,10,3,2,93.0,91.0,-1.0,1.0,77.0,82.0,107.0
25.8,42.1,7.3,133.0,91,2026-02-19 11:00:00,27.9,31,13.2,0.0,2026-02-19,11,3,2,92.0,91.0,-1.0,0.0,77.0,83.0,107.0
22.5,38.4,4.8,140.0,90,2026-02-19 12:00:00,28.8,26,14.8,0.0,2026-02-19,12,3,2,91.0,92.0,-1.0,-2.0,77.0,83.0,106.0
19.3,28.4,3.6,142.0,90,2026-02-19 13:00:00,29.5,23,15.6,0.0,2026-02-19,13,3,2,90.0,92.0,0.0,-2.0,77.0,84.0,104.0
18.6,24.3,3.1,142.0,89,2026-02-19 14:00:00,29.9,21,17.2,0.0,2026-02-19,14,3,2,90.0,92.0,-1.0,-3.0,78.0,85.0,102.0
19.2,23.3,2.9,143.0,88,2026-02-19 15:00:00,30.0,21,17.7,0.0,2026-02-19,15,3,2,89.0,91.0,-1.0,-3.0,79.0,95.0,100.0
19.9,23.6,3.6,141.0,87,2026-02-19 16:00:00,29.9,21,17.5,0.0,2026-02-19,16,3,2,88.0,91.0,-1.0,-4.0,82.0,117.0,98.0
21.0,22.5,5.9,138.0,90,2026-02-19 17:00:00,29.5,22,17.1,0.0,2026-02-19,17,3,2,87.0,99.0,3.0,-9.0,98.0,140.0,105.0
23.7,26.4,12.5,124.0,99,2026-02-19 18:00:00,28.5,26,15.5,0.0,2026-02-19,18,3,2,90.0,108.0,9.0,-9.0,110.0,158.0,118.0
27.6,30.6,21.5,104.0,101,2026-02-19 19:00:00,27.6,28,12.9,0.0,2026-02-19,19,3,2,99.0,106.0,2.0,-5.0,115.0,165.0,119.0
29.7,32.9,28.5,88.0,95,2026-02-19 20:00:00,26.8,31,12.1,0.0,2026-02-19,20,3,2,101.0,93.0,-6.0,2.0,111.0,164.0,108.0
31.1,34.6,32.1,77.0,85,2026-02-19 21:00:00,26.0,34,9.8,0.0,2026-02-19,21,3,2,95.0,90.0,-10.0,-5.0,102.0,156.0,92.0
32.6,36.2,33.7,69.0,84,2026-02-19 22:00:00,24.9,37,11.1,0.0,2026-02-19,22,3,2,85.0,91.0,-1.0,-7.0,88.0,142.0,92.0
33.6,37.6,32.4,66.0,83,2026-02-19 23:00:00,24.2,38,12.3,0.0,2026-02-19,23,3,2,84.0,92.0,-1.0,-9.0,79.0,121.0,91.0
32.5,37.4,26.6,71.0,82,2026-02-20 00:00:00,24.4,36,12.7,0.0,2026-02-20,0,4,2,83.0,93.0,-1.0,-11.0,79.0,99.0,90.0
28.9,35.3,18.0,82.0,81,2026-02-20 01:00:00,24.1,36,13.1,0.0,2026-02-20,1,4,2,82.0,94.0,-1.0,-13.0,79.0,99.0,90.0
24.9,31.5,11.2,90.0,80,2026-02-20 02:00:00,23.7,37,12.9,0.0,2026-02-20,2,4,2,81.0,94.0,-1.0,-14.0,79.0,100.0,89.0
21.9,27.2,7.5,94.0,79,2026-02-20 03:00:00,23.3,38,13.1,0.0,2026-02-20,3,4,2,80.0,94.0,-1.0,-15.0,79.0,101.0,89.0
20.3,23.9,5.6,95.0,79,2026-02-20 04:00:00,22.9,40,13.0,0.0,2026-02-20,4,4,2,79.0,94.0,0.0,-15.0,80.0,102.0,88.0
19.8,22.7,5.9,93.0,79,2026-02-20 05:00:00,22.3,42,12.8,0.0,2026-02-20,5,4,2,79.0,94.0,0.0,-15.0,80.0,103.0,88.0
19.4,21.2,10.4,87.0,78,2026-02-20 06:00:00,22.0,43,11.9,0.0,2026-02-20,6,4,2,79.0,93.0,-1.0,-15.0,80.0,103.0,88.0
20.4,21.8,16.3,80.0,78,2026-02-20 07:00:00,21.6,44,11.4,0.0,2026-02-20,7,4,2,78.0,93.0,0.0,-15.0,81.0,104.0,88.0
23.1,24.2,19.5,80.0,77,2026-02-20 08:00:00,22.0,43,12.0,0.0,2026-02-20,8,4,2,78.0,93.0,-1.0,-16.0,81.0,105.0,88.0
25.2,26.5,17.2,94.0,77,2026-02-20 09:00:00,23.8,39,10.4,0.0,2026-02-20,9,4,2,77.0,93.0,0.0,-16.0,82.0,106.0,89.0
26.3,31.2,12.2,115.0,77,2026-02-20 10:00:00,26.4,34,12.9,0.0,2026-02-20,10,4,2,77.0,92.0,0.0,-15.0,82.0,107.0,90.0
28.9,43.8,7.9,132.0,77,2026-02-20 11:00:00,28.6,27,17.1,0.0,2026-02-20,11,4,2,77.0,91.0,0.0,-14.0,83.0,107.0,90.0
30.0,93.6,5.6,142.0,77,2026-02-20 12:00:00,29.4,24,16.9,0.0,2026-02-20,12,4,2,77.0,90.0,0.0,-13.0,83.0,106.0,91.0
30.0,96.9,4.1,148.0,77,2026-02-20 13:00:00,30.0,23,14.5,0.0,2026-02-20,13,4,2,77.0,90.0,0.0,-13.0,84.0,104.0,91.0
27.7,83.4,3.4,151.0,78,2026-02-20 14:00:00,30.5,22,13.6,0.0,2026-02-20,14,4,2,77.0,89.0,1.0,-11.0,85.0,102.0,92.0
25.6,68.5,3.2,153.0,79,2026-02-20 15:00:00,30.6,22,13.4,0.0,2026-02-20,15,4,2,78.0,88.0,1.0,-9.0,95.0,100.0,93.0
25.8,57.9,3.8,152.0,82,2026-02-20 16:00:00,30.4,22,13.7,0.0,2026-02-20,16,4,2,79.0,87.0,3.0,-5.0,117.0,98.0,94.0
21.5,37.4,6.6,152.0,98,2026-02-20 17:00:00,29.8,23,13.7,0.0,2026-02-20,17,4,2,82.0,90.0,16.0,8.0,140.0,105.0,94.0
22.2,30.4,12.6,137.0,110,2026-02-20 18:00:00,28.9,25,13.8,0.0,2026-02-20,18,4,2,98.0,99.0,12.0,11.0,158.0,118.0,100.0
25.6,30.5,20.9,116.0,115,2026-02-20 19:00:00,27.8,30,12.5,0.0,2026-02-20,19,4,2,110.0,101.0,5.0,14.0,165.0,119.0,101.0
27.1,31.3,27.5,98.0,111,2026-02-20 20:00:00,27.1,33,11.1,0.0,2026-02-20,20,4,2,115.0,95.0,-4.0,16.0,164.0,108.0,96.0
28.3,32.6,31.3,84.0,102,2026-02-20 21:00:00,26.3,35,12.5,0.0,2026-02-20,21,4,2,111.0,85.0,-9.0,17.0,156.0,92.0,96.0
30.0,34.6,33.4,72.0,88,2026-02-20 22:00:00,25.3,37,12.5,0.0,2026-02-20,22,4,2,102.0,84.0,-14.0,4.0,142.0,92.0,97.0
32.1,36.2,33.0,67.0,79,2026-02-20 23:00:00,24.5,40,11.1,0.0,2026-02-20,23,4,2,88.0,83.0,-9.0,-4.0,121.0,91.0,97.0
32.1,35.5,28.7,71.0,79,2026-02-21 00:00:00,24.0,41,11.7,0.0,2026-02-21,0,5,2,79.0,82.0,0.0,-3.0,99.0,90.0,97.0
29.7,32.7,21.9,81.0,79,2026-02-21 01:00:00,23.4,42,11.8,0.0,2026-02-21,1,5,2,79.0,81.0,0.0,-2.0,99.0,90.0,97.0
27.2,29.9,15.9,90.0,79,2026-02-21 02:00:00,23.0,43,11.2,0.0,2026-02-21,2,5,2,79.0,80.0,0.0,-1.0,100.0,89.0,97.0
25.3,28.0,11.1,98.0,79,2026-02-21 03:00:00,22.7,43,11.7,0.0,2026-02-21,3,5,2,79.0,79.0,0.0,0.0,101.0,89.0,97.0
24.1,27.0,7.2,105.0,80,2026-02-21 04:00:00,22.5,43,11.9,0.0,2026-02-21,4,5,2,79.0,79.0,1.0,1.0,102.0,88.0,98.0
23.6,23.7,6.0,109.0,80,2026-02-21 05:00:00,22.3,45,12.2,0.0,2026-02-21,5,5,2,80.0,79.0,0.0,1.0,103.0,88.0,99.0
24.0,25.8,11.8,100.0,80,2026-02-21 06:00:00,22.1,45,11.9,0.0,2026-02-21,6,5,2,80.0,78.0,0.0,2.0,103.0,88.0,100.0
25.6,27.8,19.7,89.0,81,2026-02-21 07:00:00,21.8,46,11.4,0.0,2026-02-21,7,5,2,80.0,78.0,1.0,3.0,104.0,88.0,101.0
28.8,31.0,24.0,87.0,81,2026-02-21 08:00:00,22.4,45,11.3,0.0,2026-02-21,8,5,2,81.0,77.0,0.0,4.0,105.0,88.0,102.0
31.1,33.4,21.4,101.0,82,2026-02-21 09:00:00,24.4,40,8.6,0.0,2026-02-21,9,5,2,81.0,77.0,1.0,5.0,106.0,89.0,101.0
29.5,37.6,15.4,125.0,82,2026-02-21 10:00:00,27.1,34,8.1,0.0,2026-02-21,10,5,2,82.0,77.0,0.0,5.0,107.0,90.0,100.0
33.5,107.1,10.2,146.0,83,2026-02-21 11:00:00,29.0,29,5.4,0.0,2026-02-21,11,5,2,82.0,77.0,1.0,6.0,107.0,90.0,101.0
41.6,179.3,7.4,162.0,83,2026-02-21 12:00:00,29.8,25,3.6,0.0,2026-02-21,12,5,2,83.0,77.0,0.0,6.0,106.0,91.0,102.0
42.1,175.1,5.5,176.0,84,2026-02-21 13:00:00,30.1,26,8.1,0.0,2026-02-21,13,5,2,83.0,77.0,1.0,7.0,104.0,91.0,101.0
43.2,164.8,4.8,186.0,85,2026-02-21 14:00:00,30.3,28,12.7,0.0,2026-02-21,14,5,2,84.0,78.0,1.0,7.0,102.0,92.0,99.0
43.9,156.0,5.1,193.0,95,2026-02-21 15:00:00,29.8,32,16.0,0.0,2026-02-21,15,5,2,85.0,79.0,10.0,16.0,100.0,93.0,98.0
43.5,148.5,6.7,195.0,117,2026-02-21 16:00:00,29.6,27,15.6,0.0,2026-02-21,16,5,2,95.0,82.0,22.0,35.0,98.0,94.0,97.0
39.5,124.8,10.2,197.0,140,2026-02-21 17:00:00,28.9,26,13.9,0.0,2026-02-21,17,5,2,117.0,98.0,23.0,42.0,105.0,94.0,96.0
39.6,92.2,17.8,173.0,158,2026-02-21 18:00:00,27.8,30,11.4,0.0,2026-02-21,18,5,2,140.0,110.0,18.0,48.0,118.0,100.0,96.0
39.5,77.5,28.3,139.0,165,2026-02-21 19:00:00,26.2,38,8.9,0.0,2026-02-21,19,5,2,158.0,115.0,7.0,50.0,119.0,101.0,96.0
39.1,87.5,36.0,112.0,164,2026-02-21 20:00:00,25.2,42,8.8,0.0,2026-02-21,20,5,2,165.0,111.0,-1.0,53.0,108.0,96.0,96.0
40.3,98.0,38.4,98.0,156,2026-02-21 21:00:00,24.5,44,8.8,0.0,2026-02-21,21,5,2,164.0,102.0,-8.0,54.0,92.0,96.0,95.0
41.2,100.4,38.0,91.0,142,2026-02-21 22:00:00,24.0,46,9.2,0.0,2026-02-21,22,5,2,156.0,88.0,-14.0,54.0,92.0,97.0,95.0
41.7,99.0,36.4,86.0,121,2026-02-21 23:00:00,23.2,53,9.2,0.0,2026-02-21,23,5,2,142.0,79.0,-21.0,42.0,91.0,97.0,94.0
26.0,34.6,33.2,49.0,84,2026-02-26 00:00:00,22.6,83,6.4,0.0,2026-02-26,0,3,2,84.0,94.0,0.0,-10.0,72.0,75.0,81.0
25.1,34.0,29.0,50.0,84,2026-02-26 01:00:00,22.0,88,7.0,0.0,2026-02-26,1,3,2,84.0,93.0,0.0,-9.0,72.0,76.0,80.0
23.9,32.8,25.0,52.0,83,2026-02-26 02:00:00,21.7,91,5.1,0.0,2026-02-26,2,3,2,84.0,92.0,-1.0,-9.0,72.0,76.0,80.0
22.6,31.3,20.6,54.0,83,2026-02-26 03:00:00,21.2,95,5.3,0.0,2026-02-26,3,3,2,83.0,91.0,0.0,-8.0,72.0,77.0,80.0
21.4,29.4,16.3,57.0,83,2026-02-26 04:00:00,20.9,96,7.5,0.0,2026-02-26,4,3,2,83.0,90.0,0.0,-7.0,72.0,77.0,80.0
19.8,28.2,13.6,62.0,83,2026-02-26 05:00:00,20.7,94,6.0,0.0,2026-02-26,5,3,2,83.0,89.0,0.0,-6.0,72.0,77.0,81.0
19.2,27.1,20.7,53.0,82,2026-02-26 06:00:00,20.5,93,4.6,0.0,2026-02-26,6,3,2,83.0,89.0,-1.0,-7.0,72.0,77.0,81.0
21.1,28.1,30.1,41.0,80,2026-02-26 07:00:00,19.6,96,4.5,0.0,2026-02-26,7,3,2,82.0,88.0,-2.0,-8.0,72.0,77.0,82.0
26.3,32.0,35.1,39.0,79,2026-02-26 08:00:00,19.8,93,6.6,0.0,2026-02-26,8,3,2,80.0,87.0,-1.0,-8.0,72.0,77.0,83.0
27.2,33.1,31.6,54.0,76,2026-02-26 09:00:00,22.5,76,1.4,0.0,2026-02-26,9,3,2,79.0,88.0,-3.0,-12.0,72.0,77.0,84.0
24.3,31.9,23.6,79.0,75,2026-02-26 10:00:00,24.5,71,5.8,0.0,2026-02-26,10,3,2,76.0,88.0,-1.0,-13.0,72.0,77.0,85.0
22.5,29.6,16.4,102.0,75,2026-02-26 11:00:00,27.0,59,6.1,0.0,2026-02-26,11,3,2,75.0,87.0,0.0,-12.0,72.0,77.0,85.0
21.6,28.2,11.1,120.0,74,2026-02-26 12:00:00,28.6,55,8.3,0.0,2026-02-26,12,3,2,75.0,86.0,-1.0,-12.0,72.0,77.0,85.0
21.5,27.8,6.5,136.0,74,2026-02-26 13:00:00,29.4,55,10.8,0.0,2026-02-26,13,3,2,74.0,86.0,0.0,-12.0,72.0,78.0,85.0
20.5,26.5,4.3,143.0,74,2026-02-26 14:00:00,30.0,51,12.4,0.0,2026-02-26,14,3,2,74.0,87.0,0.0,-13.0,72.0,79.0,84.0
20.1,26.3,5.3,137.0,74,2026-02-26 15:00:00,30.1,48,14.6,0.0,2026-02-26,15,3,2,74.0,87.0,0.0,-13.0,73.0,79.0,83.0
20.7,27.7,8.7,122.0,74,2026-02-26 16:00:00,29.8,44,14.3,0.0,2026-02-26,16,3,2,74.0,87.0,0.0,-13.0,73.0,80.0,83.0
22.4,28.3,13.1,112.0,74,2026-02-26 17:00:00,29.4,37,13.0,0.0,2026-02-26,17,3,2,74.0,87.0,0.0,-13.0,73.0,87.0,93.0
22.4,27.6,18.9,94.0,74,2026-02-26 18:00:00,27.9,43,12.4,0.0,2026-02-26,18,3,2,74.0,94.0,0.0,-20.0,75.0,95.0,107.0
22.1,27.0,26.6,70.0,74,2026-02-26 19:00:00,26.0,52,10.7,0.0,2026-02-26,19,3,2,74.0,101.0,0.0,-27.0,76.0,92.0,109.0
21.7,27.8,31.2,53.0,73,2026-02-26 20:00:00,25.1,58,10.5,0.0,2026-02-26,20,3,2,74.0,93.0,-1.0,-20.0,73.0,81.0,100.0
21.9,30.3,29.7,52.0,73,2026-02-26 21:00:00,24.5,64,11.7,0.0,2026-02-26,21,3,2,73.0,85.0,0.0,-12.0,74.0,81.0,82.0
22.3,32.9,25.0,60.0,73,2026-02-26 22:00:00,24.2,64,12.8,0.0,2026-02-26,22,3,2,73.0,84.0,0.0,-11.0,74.0,81.0,80.0
23.1,35.7,20.7,66.0,73,2026-02-26 23:00:00,24.0,64,13.1,0.0,2026-02-26,23,3,2,73.0,84.0,0.0,-11.0,75.0,81.0,80.0
23.8,38.2,17.9,68.0,72,2026-02-27 00:00:00,23.9,63,13.1,0.0,2026-02-27,0,4,2,73.0,84.0,-1.0,-12.0,75.0,81.0,80.0
24.0,39.8,15.4,68.0,72,2026-02-27 01:00:00,23.6,59,13.0,0.0,2026-02-27,1,4,2,72.0,84.0,0.0,-12.0,76.0,80.0,81.0
23.5,39.9,13.1,69.0,72,2026-02-27 02:00:00,23.1,60,12.3,0.0,2026-02-27,2,4,2,72.0,83.0,0.0,-11.0,76.0,80.0,81.0
22.4,38.9,10.2,71.0,72,2026-02-27 03:00:00,22.8,63,11.5,0.0,2026-02-27,3,4,2,72.0,83.0,0.0,-11.0,77.0,80.0,82.0
21.2,37.1,7.6,74.0,72,2026-02-27 04:00:00,22.3,74,11.8,0.0,2026-02-27,4,4,2,72.0,83.0,0.0,-11.0,77.0,80.0,82.0
20.4,35.7,8.3,71.0,72,2026-02-27 05:00:00,21.8,84,12.1,0.0,2026-02-27,5,4,2,72.0,83.0,0.0,-11.0,77.0,81.0,82.0
20.3,35.3,14.9,63.0,72,2026-02-27 06:00:00,21.5,89,11.2,0.0,2026-02-27,6,4,2,72.0,82.0,0.0,-10.0,77.0,81.0,82.0
21.9,36.7,23.7,52.0,72,2026-02-27 07:00:00,21.4,92,10.5,0.0,2026-02-27,7,4,2,72.0,80.0,0.0,-8.0,77.0,82.0,82.0
25.7,39.9,28.3,51.0,72,2026-02-27 08:00:00,22.1,90,9.4,0.0,2026-02-27,8,4,2,72.0,79.0,0.0,-7.0,77.0,83.0,82.0
25.9,44.9,24.7,68.0,72,2026-02-27 09:00:00,23.9,80,9.6,0.0,2026-02-27,9,4,2,72.0,76.0,0.0,-4.0,77.0,84.0,82.0
25.5,49.2,16.9,94.0,72,2026-02-27 10:00:00,25.9,63,9.7,0.0,2026-02-27,10,4,2,72.0,75.0,0.0,-3.0,77.0,85.0,82.0
24.6,48.0,10.4,115.0,72,2026-02-27 11:00:00,27.1,54,11.4,0.0,2026-02-27,11,4,2,72.0,75.0,0.0,-3.0,77.0,85.0,81.0
22.7,42.1,7.3,128.0,72,2026-02-27 12:00:00,27.5,55,14.4,0.0,2026-02-27,12,4,2,72.0,74.0,0.0,-2.0,77.0,85.0,81.0
22.2,39.7,5.5,135.0,72,2026-02-27 13:00:00,27.5,54,15.3,0.0,2026-02-27,13,4,2,72.0,74.0,0.0,-2.0,78.0,85.0,81.0
22.2,39.0,4.8,138.0,72,2026-02-27 14:00:00,27.5,54,15.6,0.0,2026-02-27,14,4,2,72.0,74.0,0.0,-2.0,79.0,84.0,82.0
22.0,38.6,4.8,134.0,73,2026-02-27 15:00:00,27.2,55,15.4,0.0,2026-02-27,15,4,2,72.0,74.0,1.0,-1.0,79.0,83.0,82.0
21.7,38.8,5.9,124.0,73,2026-02-27 16:00:00,26.6,59,15.3,0.0,2026-02-27,16,4,2,73.0,74.0,0.0,-1.0,80.0,83.0,82.0
22.6,40.5,9.1,111.0,73,2026-02-27 17:00:00,25.8,63,14.1,0.0,2026-02-27,17,4,2,73.0,74.0,0.0,-1.0,87.0,93.0,99.0
23.8,42.6,15.0,99.0,75,2026-02-27 18:00:00,24.8,72,12.5,0.0,2026-02-27,18,4,2,73.0,74.0,2.0,1.0,95.0,107.0,116.0
25.4,39.7,23.2,82.0,76,2026-02-27 19:00:00,23.9,80,10.5,0.0,2026-02-27,19,4,2,75.0,74.0,1.0,2.0,92.0,109.0,120.0
26.8,41.1,29.6,68.0,73,2026-02-27 20:00:00,23.6,82,10.2,0.0,2026-02-27,20,4,2,76.0,73.0,-3.0,0.0,81.0,100.0,112.0
28.1,42.0,33.1,61.0,74,2026-02-27 21:00:00,23.3,84,10.1,0.0,2026-02-27,21,4,2,73.0,73.0,1.0,1.0,81.0,82.0,93.0
29.1,42.8,34.8,58.0,74,2026-02-27 22:00:00,23.0,85,9.6,0.0,2026-02-27,22,4,2,74.0,73.0,0.0,1.0,81.0,80.0,84.0
29.8,43.5,34.4,57.0,75,2026-02-27 23:00:00,23.1,82,9.3,0.0,2026-02-27,23,4,2,74.0,73.0,1.0,2.0,81.0,80.0,84.0
29.3,44.0,30.6,60.0,75,2026-02-28 00:00:00,22.9,84,8.3,0.0,2026-02-28,0,5,2,75.0,72.0,0.0,3.0,81.0,80.0,85.0
27.6,43.4,24.7,66.0,76,2026-02-28 01:00:00,22.7,85,8.6,0.0,2026-02-28,1,5,2,75.0,72.0,1.0,4.0,80.0,81.0,85.0
26.0,43.9,19.5,71.0,76,2026-02-28 02:00:00,22.5,85,9.1,0.0,2026-02-28,2,5,2,76.0,72.0,0.0,4.0,80.0,81.0,85.0
24.2,43.1,15.4,73.0,77,2026-02-28 03:00:00,22.3,86,8.3,0.0,2026-02-28,3,5,2,76.0,72.0,1.0,5.0,80.0,82.0,85.0
22.2,40.9,12.1,75.0,77,2026-02-28 04:00:00,22.0,89,8.0,0.0,2026-02-28,4,5,2,77.0,72.0,0.0,5.0,80.0,82.0,85.0
20.4,40.5,10.3,76.0,77,2026-02-28 05:00:00,21.8,88,8.8,0.0,2026-02-28,5,5,2,77.0,72.0,0.0,5.0,81.0,82.0,85.0
19.8,38.8,15.9,70.0,77,2026-02-28 06:00:00,21.8,89,9.5,0.0,2026-02-28,6,5,2,77.0,72.0,0.0,5.0,81.0,82.0,85.0
21.4,40.9,23.2,62.0,77,2026-02-28 07:00:00,21.6,90,9.8,0.0,2026-02-28,7,5,2,77.0,72.0,0.0,5.0,82.0,82.0,85.0
24.8,45.3,26.8,64.0,77,2026-02-28 08:00:00,22.3,86,9.3,0.0,2026-02-28,8,5,2,77.0,72.0,0.0,5.0,83.0,82.0,85.0
26.0,52.0,22.9,84.0,77,2026-02-28 09:00:00,24.3,76,10.0,0.0,2026-02-28,9,5,2,77.0,72.0,0.0,5.0,84.0,82.0,85.0
26.7,75.0,15.2,113.0,77,2026-02-28 10:00:00,26.0,63,11.0,0.0,2026-02-28,10,5,2,77.0,72.0,0.0,5.0,85.0,82.0,85.0
30.0,99.0,8.9,135.0,77,2026-02-28 11:00:00,27.3,54,11.7,0.0,2026-02-28,11,5,2,77.0,72.0,0.0,5.0,85.0,81.0,85.0
31.2,106.9,6.0,144.0,77,2026-02-28 12:00:00,28.0,52,12.6,0.0,2026-02-28,12,5,2,77.0,72.0,0.0,5.0,85.0,81.0,85.0
30.5,102.7,4.5,147.0,78,2026-02-28 13:00:00,28.3,51,14.2,0.0,2026-02-28,13,5,2,77.0,72.0,1.0,6.0,85.0,81.0,85.0
29.8,98.7,4.2,145.0,79,2026-02-28 14:00:00,28.2,50,15.0,0.0,2026-02-28,14,5,2,78.0,72.0,1.0,7.0,84.0,82.0,85.0
29.4,96.2,4.7,140.0,79,2026-02-28 15:00:00,28.1,49,14.4,0.0,2026-02-28,15,5,2,79.0,73.0,0.0,6.0,83.0,82.0,85.0
28.8,92.7,6.4,130.0,80,2026-02-28 16:00:00,27.7,47,13.2,0.0,2026-02-28,16,5,2,79.0,73.0,1.0,7.0,83.0,82.0,85.0
25.9,76.6,10.4,118.0,87,2026-02-28 17:00:00,26.6,55,12.5,0.0,2026-02-28,17,5,2,80.0,73.0,7.0,14.0,93.0,99.0,101.0
25.8,70.5,17.8,101.0,95,2026-02-28 18:00:00,25.1,68,11.9,0.0,2026-02-28,18,5,2,87.0,75.0,8.0,20.0,107.0,116.0,117.0
26.8,56.8,27.9,79.0,92,2026-02-28 19:00:00,23.8,81,10.8,0.0,2026-02-28,19,5,2,95.0,76.0,-3.0,16.0,109.0,120.0,118.0
26.8,53.9,35.0,61.0,81,2026-02-28 20:00:00,23.2,85,10.3,0.0,2026-02-28,20,5,2,92.0,73.0,-11.0,8.0,100.0,112.0,105.0
26.5,51.3,36.3,54.0,81,2026-02-28 21:00:00,23.0,87,10.4,0.0,2026-02-28,21,5,2,81.0,74.0,0.0,7.0,82.0,93.0,84.0
26.4,49.1,34.6,53.0,81,2026-02-28 22:00:00,22.5,89,10.3,0.0,2026-02-28,22,5,2,81.0,74.0,0.0,7.0,80.0,84.0,84.0
26.1,48.1,32.2,52.0,81,2026-02-28 23:00:00,22.3,90,8.7,0.0,2026-02-28,23,5,2,81.0,75.0,0.0,6.0,80.0,84.0,84.0
17.9,21.0,23.6,59.0,79,2026-03-05 00:00:00,21.3,85,8.7,0.0,2026-03-05,0,3,3,80.0,84.0,-1.0,-5.0,57.0,74.0,95.0
15.8,18.4,18.5,64.0,77,2026-03-05 01:00:00,21.0,88,8.7,0.0,2026-03-05,1,3,3,79.0,84.0,-2.0,-7.0,57.0,74.0,96.0
13.6,15.9,14.3,68.0,76,2026-03-05 02:00:00,20.8,88,9.2,0.0,2026-03-05,2,3,3,77.0,84.0,-1.0,-8.0,58.0,75.0,97.0
12.0,14.2,10.9,70.0,75,2026-03-05 03:00:00,20.7,88,9.6,0.0,2026-03-05,3,3,3,76.0,84.0,-1.0,-9.0,58.0,75.0,98.0
10.8,12.9,8.3,71.0,73,2026-03-05 04:00:00,20.6,90,10.0,0.0,2026-03-05,4,3,3,75.0,83.0,-2.0,-10.0,59.0,76.0,99.0
10.0,12.7,8.5,70.0,72,2026-03-05 05:00:00,20.9,93,11.0,0.0,2026-03-05,5,3,3,73.0,83.0,-1.0,-11.0,59.0,76.0,101.0
10.3,12.7,14.7,63.0,70,2026-03-05 06:00:00,21.0,93,10.6,0.0,2026-03-05,6,3,3,72.0,83.0,-2.0,-13.0,60.0,77.0,103.0
12.5,14.8,22.8,53.0,69,2026-03-05 07:00:00,20.9,91,10.4,0.0,2026-03-05,7,3,3,70.0,84.0,-1.0,-15.0,60.0,77.0,104.0
16.6,19.0,26.9,52.0,67,2026-03-05 08:00:00,21.8,86,9.6,0.0,2026-03-05,8,3,3,69.0,84.0,-2.0,-17.0,61.0,78.0,107.0
16.2,19.8,22.8,67.0,65,2026-03-05 09:00:00,24.0,73,12.6,0.0,2026-03-05,9,3,3,67.0,85.0,-2.0,-20.0,62.0,79.0,109.0
14.7,19.6,14.6,91.0,63,2026-03-05 10:00:00,25.9,61,14.5,0.0,2026-03-05,10,3,3,65.0,85.0,-2.0,-22.0,62.0,80.0,109.0
13.4,19.2,8.0,109.0,62,2026-03-05 11:00:00,26.6,58,16.3,0.0,2026-03-05,11,3,3,63.0,85.0,-1.0,-23.0,63.0,81.0,109.0
12.5,18.7,5.2,116.0,61,2026-03-05 12:00:00,27.4,54,16.4,0.0,2026-03-05,12,3,3,62.0,85.0,-1.0,-24.0,64.0,82.0,109.0
12.0,19.0,4.1,116.0,60,2026-03-05 13:00:00,27.9,50,16.9,0.0,2026-03-05,13,3,3,61.0,85.0,-1.0,-25.0,65.0,84.0,108.0
12.0,20.5,4.0,114.0,59,2026-03-05 14:00:00,28.0,46,17.1,0.0,2026-03-05,14,3,3,60.0,85.0,-1.0,-26.0,66.0,85.0,107.0
